 week_number, callsign, transport_mode, gateway, frequency, location, county, state
125, W7CRI, Telnet, N/A, 000.000, Wilsonville, Clackamas, Oregon
125, W7TEE, VARA HF, K6SDR, 007.102, Clarkes, Clackamas, Oregon
125, WA1TRH, TELNET, N/A, 000.000, LAKE OSWEGO, CLACKAMAS, OREGON
125, WA6ZLV, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
125, KK7MLS, VARA FM, W7BVT-10, 145.020, LAKE OSWEGO, CLACKAMAS, OREGON
126, AD7EF, VARA FM, W7TPN-10, 145.710, Oregon City, Clackamas, Oregon
126, AI7XM, TELNET, N/A, 000.000, Lake Oswego, Clackamas, Oregon
126, K7QQB, VARA FM, W7OWO-10, 145.050, AURORA, CLACKAMAS, OREGON
126, KC7TAK, VARA FM, KD7ZDO-11, 145.770, Clarkes, Clackamas, Oregon
126, KC7ZZX, VARA FM, KD7ZDO-11, 145.770, Wilsonville, Clackamas, Oregon
126, KD7DNM, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, OR
126, KD7PFH, Telnet, N/A, 000.000, Lake Oswego, Clackamas, OR
126, KE7WNB, VARA FM, KD7ZDO-12, 441.525, Milwaukie, Clackamas, Oregon
126, KI7O, VARA-HF, W7YAM, 007.104, Beavercreek, Clackamas, Orgon
126, KI7ATP, VARA FM, KD7ZDO-11, 145.770, OREGON CITY, CLACKAMAS, OREGON
126, KI7BDP, VARA FM, KD7ZDO-12, 441.525, Oregon City, Clackamas, Oregon
126, KI7DGC, VARA FM, WC7EOC-10, 144.980, LAKE OSWEGO, CLACKAMAS, OREGON
126, KI7FCG, PACKET, K7YVO-10, 144.930, BORING, CLACKAMAS, OR.
126, KI7LAG, VARA FM, W7BVT-10, 145.020, Lake Oswego, Clackamas, OR
126, KI7LAG, Packet, K7YFJ-10, 144.940, Lake Oswego, Clackamas, OR
126, KJ7JCR, VARA FM, WC7EOC-10, 144.980, LAKE OSWEGO, CLACKAMAS, OREGON
126, KJ7MLK, Telnet, N/A, 000.000, Milwaukie, Clackamas, Oregon
126, KK6OTP, VARA FM, KD7ZDO-11, 145.770, Wilsonville, Clackamas, OR
126, KK7MLS, VARA FM, W7BVT-10, 145.020, LAKE OSWEGO, CLACKAMAS, OREGON
126, N1ACW, VARA FM, N7GMR, 434.000, Tanque Verde, Pima, Arizona
126, W6RKT, VARA FM, K7LSC-10, 144.960, Battle Ground, Clark, WA
126, W7TEE, VARA HF, K7UNI, 007.095, Clarkes, Clackamas, Oregon
126, WA1TRH, TELNET, N/A, 000.000, LAKE OSWEGO, CLACKAMAS, OREGON
126, WA6ZLV, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
127, AD7EF, VARA FM, KI7QIB-11, 145.010, Oregon City, Clackamas, Oregon
127, K7QQB, Telnet, N/A, 000.000, AURORA, CLACKAMAS, OREGON
127, KC7TAK, VARA FM, KD7ZDO-11, 145.770, Clarkes, Clackamas, Oregon
127, KD7DNM, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, OR
127, KD7PFH, Telnet, N/A, 000.000, Lake Oswego, Clackamas, OR
127, KE7WNB, VARA FM, N1ACW-10, 145.530, Milwaukie, Clackamas, Oregon
127, KF7KXX, TELNET, N/A, 000.000, LAKE OSWEGO, CLACKAMAS, OR
127, KI7O, VARA FM, KD7ZDO-12, 441.525, Beavercreek, Clackamas, Oregon
127, KI7BDP, VARA FM, KD7ZDO-12, 441.525, OREGON CITY, CLACKAMAS, OR
127, KI7DGC, VARA FM, KD7REX-10, 145.040, LAKE OSWEGO, CLACKAMAS, OREGON
127, KI7FCG, VARA FM, KD7ZDO-11, 145.770, BORING, CLACKAMAS, OR
127, KI7LAG, VARA FM, W7BVT-10, 145.020, BEAVERTON, WASHINGTON, OR
127, KJ7JCR, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
127, KK6OTP, VARA FM, KD7ZDO-11, 145.770, Wilsonville, Clackamas, OR
127, KK7MLS, VARA FM, W7BVT-10, 145.020, LAKE OSWEGO, CLACKAMAS, OREGON
127, N1ACW, VARA FM, W7ODN-10, 144.990, Salem, Marion, Oregon
127, W6RKT, VARA FM, K7LSC-10, 144.960, Battle Ground, Clark, WA
127, WA6ZLV, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
128, K7QQB, VARA FM, KD7ZDO-11, 145.770, AURORA, CLACKAMAS, OREGON
128, KC7TAK, VARA FM, KD7ZDO-11, 145.770, Clarkes, Clackamas, Oregon
128, KD7DNM, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, OR
128, KE7WNB, VARA FM, N1ACW-10, 145.530, Milwaukie, Clackamas, Oregon
128, KF7KXX, VARA FM, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, OR
128, KI7O, VARA HF, W7OWO, 007.104, Beavercreek, Clackamas, Oregon
128, KI7BDP, VARA FM, N1ACW-10, 145.530, OREGON CITY, CLACKAMAS, OREGON
128, KI7DGC, Vara FM, KD7REX-10, 145.040, LAKE OSWEGO, CLACKAMAS, Oregon
128, KI7FCG, VARA FM, KD7ZDO-11, 145.770, BORING, CLACKAMAS, OR.
128, KI7LAG, VARA FM, K7LSC-10, 144.960, Lake Oswego, Clackamas, OR
128, KJ7JCR, VARA FM, WC7EOC-10, 144.980, LAKE OSWEGO, CLACKAMAS, OR
128, KK6OTP, VARA FM, W7YAM-10, 441.050, Wilsonville, Clackamas, OR
128, KK7MLS, VARA FM, W7BVT-10, 145.020, LAKE OSWEGO, CLACKAMAS, OREGON
128, N1ACW, VARA FM, K7YFJ-12, 441.525, Lake Oswego, Clackamas, Oregon
128, N1ACW, VARA FM, KD7ZDO-12, 441.525, Lake Oswego, Clackamas, Oregon
128, N7LIM, VARA FM, N1ACW-10, 153.530, Lake Oswego, Clackamas, Oregon
128, W6RKT, VARA FM, K7LSC-10, 144.960, Battle Ground, Clark, WA
128, W7TEE, VARA HF, K6SDR, 007.102, Clarkes, Clackamas, Oregon
128, WA1TRH, TELNET, N/A, 000.000, LAKE OSWEGO, CLACKAMAS, OREGON
128, WA6ZLV, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
129, KI7DGC, VARA FM, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, VARA FM, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, VARA FM, W7BVT-10, 145.020, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, VARA FM, KD7ZDO-11, 145.770, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, VARA FM, KD7ZDO-12, 441.525, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, VARA FM, N7TRY-10, 441.500, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, VARA FM, WC7EOC-10, 144.980, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, VARA FM, K7CPU-10, 441.075, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, VARA FM, W7OWO-10, 145.030, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, VARA FM, W7OWO-10, 441.000, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, VARA FM, W7YAM-10, 441.050, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, VARA FM, W7YAM-10, 144.970, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, VARA FM, W7PLK, 144.970, LAKE OSWEGO, CLACKAMAS, OREGON
129, KI7BDP, VARA FM, N1ACW-10, 145.530, OREGON CITY, CLACKAMAS, OREGON
129, KK6OTP, VARA FM, W7YAM-10, 441.050, Wilsonville, Clackamas, OR
129, KI7FCG, VARA FM, KD7ZDO-11, 145.770, BORING, CLACKAMAS, OR
129, KJ7JCR, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
129, KI7LAG, VARA FM, KD7REX-10, 145.040, Beaverton, Washington, Oregon
129, W6RKT, VARA FM, KD7ZDO-12, 441.525, Battle Ground, Clark, WA
129, WA6ZLV, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
129, KF7KXX, VARA FM, WC7EOC-10, 144.980, LAKE OSWEGO, CLACKAMAS, OR
129, K7QQB, VARA FM, N1ACW-10, 145.530, AURORA, CLACKAMAS, OREGON
129, KC7TAK, VARA FM, KD7ZDO-11, 145.770, Clarkes, Clackamas, Oregon
129, KE7WNB, VARA FM, N1ACW-10, 145.530, Milwaukie, Clackamas, Oregon
129, KI7O, VARA FM, KD7ZDO-12, 441.525, Beavercreek, Clackamas, Oregon
129, N1ACW, VARA FM, W7TPN-10, 145.710, Lake Oswego, Clackamas, Oregon
129, N7LIM, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
129, N7LIM, VARA FM, KD7ZDO-11, 145.770, Lake Oswego, Clackamas, Oregon
129, KD7DNM, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, OR
129, KI7DGC, Packet, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, PACKET, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, OREGON
129, KI7BDP, PACKET, KD7ZDO-10, 145.570, OREGON CITY, CLACKAMAS, OREGON
129, KK7MLS, PACKET, WC7EOC-10, 144.980, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, PACKET, W7OWO-10, 441.000, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, PACKET, W7OWO-10, 145.030, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, PACKET, W7YAM-10, 144.970, LAKE OSWEGO, CLACKAMAS, OREGON
129, KK7MLS, PACKET, W7YAM-10, 441.050, LAKE OSWEGO, CLACKAMAS, OREGON
129, N1ACW, Packet, AE7ZQ-10, 144.950, Lake Oswego, Clackamas, Oregon
129, KI7FCG, PACKET, K7YVO-10, 144.930, BORING, CLACKAMAS, OR
129, KJ7JCR, Packet, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
129, KI7LAG, Packet, WC7EOC-10, 144.980, Beaverton, Washington, Oregon
129, W6RKT, PACKET, N1ACW-10, 145.530, Battle Ground, Clark, WA
129, WA6ZLV, Packet, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
129, KF7KXX, PACKET, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, OR
129, K7QQB, PACKET, N1ACW-10, 145.530, AURORA, CLACKAMAS, OREGON
129, KE7WNB, PACKET, N1ACW-10, 145.530, Milwaukie, Clackamas, Oregon
129, N7LIM, PACKET, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
129, KD7DNM, Packet, N1ACW-10, 145.530, Lake Oswego, Clackamas, OR
129, AI7XM, Telnet, N/A, 000.000, Lake Oswego, Clackamas, Oregon
129, KI7DGC, TELNET, N/A, 000.000, LAKE OSWEGO, CLACKAMAS, Oregon
129, K7QQB, Telnet, N/A, 000.000, AURORA, CLACKAMAS, OREGON
129, W7TEE, TELNET, N/A, 000.000, Clarkes, Clackamas, Oregon
129, KC7ZZX, webmail, N/A, 0.000, Waikoloa Village, Hawaii, HI
129, W6RKT, MESH, N/A, 0.000, Battle Ground, Clark, WA
130, KK6OTP, VARA FM, W7YAM-10, 441.050, Wilsonville, Clackamas, OR
130, KI7O, VARA FM, KD7ZDO-12, 441.525, Beavercreek, Clackamas, Oregon
130, KI7DGC, Vara FM, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, Oregon
130, WA6ZLV, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
130, K7QQB, VARA FM, N1ACW-10, 145.530, AURORA, CLACKAMAS, OREGON
130, KJ7JCR, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
130, W7TEE, VARA HF, W7JWT, 007.1015, Clarkes, Clackamas, Oregon
130, W7TEE, VARA HF, K6SDR, 007.1022, Clarkes, Clackamas, Oregon
130, W7TEE, VARA HF, VA7TSA, 007.0995, Clarkes, Clackamas, Oregon
130, W7TEE, VARA HF, KB6HOH-12, 007.084, Clarkes, Clackamas, Oregon
130, W6RKT, VARA FM, KD7ZDO-12, 441.525, Battle Ground, Clark, WA
130, KE7GXC, TELNET, N/A, 000.000, Oregon City, Clackamas, Oregon
130, WA1TRH, TELNET, N/A, 000.000, LAKE OSWEGO, CLACKAMAS, OREGON
130, WW7OR, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, OR
130, KF7KXX, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
130, KC7TAK, VARA FM, KD7ZDO-11, 145.770, Clarkes, Clackamas, Oregon
130, W7MML, VARA FM, W7BVT-10, 145.020, Beaverton, Washington, OR
130, KE7WNB, VARA FM, N1ACW-10, 145.530, Milwaukie, Clackamas, Oregon
130, N7KPL, VARA FM, KD7ZDO-11, 145.770, Oregon City, Clackamas, Oregon
130, N1ACW, VARA FM, K7MCE-10, 145.070, Lake Oswego, Clackamas, Oregon
130, KI7LAG, VARA FM, W7BVT-10, 145.020, Beaverton, Washington, OR
130, KK7MLS, VARA FM, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, OREGON
130, KD7PFH, Telnet, N/A, 0.000, Lake Oswego, Clackamas, OR
130, KI7BDP, VARA FM, W7LT-11, 144.910, OREGON CITY, CLACKAMAS, OREGON
130, KD7DNM, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, OR
131, KI7DGC, VARA FM, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, OREGON
131, KI7FCG, PACKET, K7YVO-10, 144.930, BORING, CLACKAMAS, OR
131, N1ACW, VARA FM, W7PLK, 144.970, Lake Oswego, Clackamas, Oregon
131, W6RKT, VARA FM, KD7ZDO-12, 441.525, Battle Ground, Clark, WA
131, N7LIM, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
131, WA6ZLV, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
131, KF7KXX, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
131, W7TEE, VARA FM, N1ACW-10, 145.530, Clarkes, Clackamas, Oregon
131, KC7TAK , VARA FM, KD7ZDO-11, 145.770, Clarkes, Clackamas, Oregon
131, KE7WNB, VARA FM, N1ACW-10, 145.530, Milwaukie, Clackamas, Oregon
131, KI7O, VARA FM, KN6BKT-10, 431.050, Buena Park, Orange, California
131, KK6OTP, VARA FM, N1ACW-10, 145.530, Wilsonville, Clackamas, OR
131, KD7DNM, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, OR
131, K7QQB, VARA FM, N1ACW-10, 145.530, AURORA, CLACKAMAS, OREGON
131, WA1TRH, TELNET, N/A, 000.000, Lake Oswego, Clackamas, OR
131, WW7OR, Telnet, N/A, 000.000, Lake Oswego, Clackamas, OR
131, KI7BDP, VARA FM, N1ACW-10, 145.530, OREGON CITY, CLACKAMAS, OREGON
131, KJ7JCR, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
132, N1ACW, VARA FM, K7QIB-11, 145.010, Lake Oswego, Clackamas, Oregon
132, KI7FCG, PACKET, K7YVO-10, 144.930, BORING, CLACKAMAS, OR
132, WA1TRH, TELNET, N/A, 000.000, LAKE OSWEGO, CLACKAMAS, OREGON
132, WW7OR, Telnet, N/A, 000.000, Lake Oswego, Clackamas, Oregon
132, KF7KXX, TELNET, N/A, 000.000, Lake Oswego, Clackamas, Oregon
132, WA6ZLV, Telnet, N/A, 000.000, Lake Oswego, Clackamas, Oregon
132, WA6ZLV, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
132, KI7BDP, TELNET, N/A, 000.000, Oregon City, Clackamas, Oregon
132, KJ7JCR, VARA FM, W7BVT-10, 145.020, Lake Oswego, Clackamas, Oregon
132, AI7XM, TELNET, N/A, 000.000, Lake Oswego, Clackamas, Oregon
132, KE7WNB, VARA FM, N1ACW-10, 145.530, Milwaukie, Clackamas, Oregon
132, KI7DGC, Vara FM, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, Oregon
132, KI7O, VARA FM, W7YWM-10, 144.970, Beavercreek, Clackamas, OR
132, W6RKT, VARA FM, K7YFJ-12, 441.525, Battle Ground, Clark, WA
132, KK6OTP, VARA FM, N1ACW-10, 145.530, Wilsonville, Clackamas, OR
132, K7QQB, TELNET, N/A, 0.000, AURORA, CLACKAMAS, OREGON
132, KC7TAK, VARA FM, KD7ZDO-11, 145.770, Clarkes, Clackamas, Oregon
132, K7QQB, TELNET, N/A, 000.000, AURORA, CLACKAMAS, OREGON
132, KK7MLS, VARA FM, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, OREGON
132, W7TEE, VARA FM, W7YAM-11, 441.050, Clarkes, Clackamas, Oregon
132, KI7MDE, Telnet, N/A, 000.000, Tualatin, Clackamas, Oregon
133, KI7O, VARA FM, W7YWM-10, 144.970, Beavercreek, Clackamas, OR
133, KI7DGC, VARA FM, W7BVT-10, 145.020, LAKE OSWEGO, CLACKAMAS, OREGON
133, KC7TAK, VARA FM, KD7ZDO-11, 145.770, Clarkes, Clackamas, Oregon
133, KJ7JCR, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
133, W6RKT, VARA FM, K7YFJ-12, 441.525, Battle Ground, Clark, WA
133, WA1TRH, TELNET, N/A, 000.000, LAKE OSWEGO, CLACKAMAS, OREGON
133, N1ACW, VARA FM, K7LSC-10, 144.960, Lake Oswego, Clackamas, Oregon
133, KK6OTP, VARA FM, W7TPN-10, 145.710, Wilsonville, Clackamas, OR
133, KI7BDP, VARA FM, W7LT, 144.910, OREGON CITY, CLACKAMAS, OREGON
133, N7LIM, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
133, KF7KXX, VARA FM, W7BVT-10, 145.020, LAKE OSWEGO, CLACKAMAS, OREGON
133, WW7OR, Telnet, N/A, 0.000, Lake Oswego, Clackamas, Oregon
133, KI7FCG, PACKET, K7YVO-10, 144.930, BORING, CLACKAMAS, OR
133, K7QQB, VARA FM, KD7ZDO-11, 145.770, AURORA, CLACKAMAS, OREGON
133, KE7WNB, Telnet, N/A, 0.000, Milwaukie, Clackamas, Oregon
133, W7TEE, VARA FM, WC7EOC-10, 144.980, Clarkes, Clackamas, Oregon
133, WA6ZLV, Telnet, N/A, 000.000, Lake Oswego, Clackamas, Oregon
133, KD7DNM, VARA FM, W7OWO-10, 145.030, Lake Oswego, Clackamas, OR
133, KD7PFH, Telnet, N/A, 0.000, Lake Oswego, Clackamas, Oregon 
134, KI7DGC, VARA FM, W7OWO-10, 145.030, LAKE OSWEGO, CLACKAMAS, Oregon
134, KI7FCG, PACKET, K7YVO-10, 144.930, BORING, CLACKAMAS, OR
134, WA1TRH, TELNET, N/A, 000.000, LAKE OSWEGO, CLACKAMAS, OREGON
134, KC7TAK, VARA FM, W7YAM-10, 145.090, Clarkes, Clackamas, Oregon
134, W7TEE, VARA FM, KJ7MRQ-10, 144.990, Clarkes, Clackamas, Oregon
134, KK7MLS, VARA FM, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, OREGON
134, W6RKT, VARA FM, KD7ZDO-12, 441.525, Battle Ground, Clark, WA
134, N7LIM, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
134, KF7KXX, VARA FM, WC7EOC-10, 144.980, LAKE OSWEGO, CLACKAMAS, OREGON
134, WW7OR, Telnet, N/A, 000.000, Neskowin, Tillamook, Oregon
134, KI7O, VARA FM, W7YAM-10, 144.970, Beavercreek, Clackamas, OR
134, K7QQB, VARA FM, W7OWO-10, 145.030, AURORA, CLACKAMAS, OREGON
134, KI7BDP, VARA FM, W7LT-11, 144.910, OREGON CITY, CLACKAMAS, OREGON
134, KE7WNB, VARA FM, N1ACW-10, 145.530, Milwaukie, Clackamas, Oregon
134, N1ACW, VARA FM, N7TRY-10, 441.500, Lake Oswego, Clackamas, Oregon
134, KJ7JCR, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
134, WA6ZLV, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
134, KD7DNM, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, OR
134, KD7PFH, Telnet, N/A, 0.000, Lake Oswego, Clackamas, OR
135, AG7JW, TELNET, N/A, 0.000, SEASIDE, CLATSOP, OR
135, K7QQB, VARA FM, N1ACW-10, 145.530, AURORA, CLACKAMAS, OREGON
135, KD7DNM, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, OR
135, KF7KXX, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
135, KI7BDP, PACKET, WA7VE-10, 144.490, SEASIDE, CLATSOP, OREGON
135, KI7DGC, Vara FM, W7BVT-10, 145.020, LAKE OSWEGO, CLACKAMAS, Oregon
135, KI7FCG, VARA FM, KD7ZDO-11, 145.770, BORING, CLACKAMAS, OR.
135, KI7LAG, VARA FM, W7BVT-10, 145.020, LAKE OSWEGO, CLACKAMAS, Oregon
135, KI7LAG, PACKET, WC7EOC-10, 144.980, LAKE OSWEGO, CLACKAMAS, OREGON
135, KJ7JCR, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
135, KK7MLS, VARA FM, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, OREGON
135, KK6OTP, VARA FM, W7LT-11, 145.770, Wilsonville, Clackamas, OR
135, N1ACW, Packet, AE7UR-10, 144.940, Lake Oswego, Clackamas, Oregon
135, N1ACW, Packet, K7YFJ-10, 144.940, Lake Oswego, Clackamas, Oregon
135, N7LIM, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
135, W6RKT, VARA FM, K7YFJ-10, 144.940, Battle Ground, Clark, WA
135, W6RKT, VARA FM, K7YFJ-11, 223.700, Battle Ground, Clark, WA
135, WA1TRH, TELNET, N/A, 0.000, LAKE OSWEGO, CLACKAMAS, OREGON
135, WA6ZLV, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
135, WW7OR, Telnet, N/A, 0.000, Lake Oswego, Clackamas, Oregon
136, AD7EF, PACTOR, KD7ZDO, 7.0997, Oregon City, Clackamas, Oregon
136, K7QQB, PACKET, N1ACW-10, 145.530, AURORA, CLACKAMAS, OREGON
136, K7QQB, VARA FM, W7YAM-10, 144.970, AURORA, CLACKAMAS, OREGON
136, KC7TAK, VARA FM, KD7ZDO-11, 145.770, Clarkes, Clackamas, Oregon
136, KC7TAK, VARA FM, W7YAM-12, 145.090, Clarkes, Clackamas, Oregon
136, KD7DNM, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, OR
136, KD7PFH, Telnet, N/A, 0.000, Lake Oswego, Clackamas, OR
136, KF7KXX, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
136, KI7O, VARA FM, W7YAM-10, 144.970, Beavercreek, Clackamas, Oregon
136, KI7BDP, VARA FM, KD7ZDO-11, 145.770, OREGON CITY, CLACKAMAS, OREGON
136, KI7DGC, Packet, KD7REX-10, 145.040, LAKE OSWEGO, CLACKAMAS, Oregon
136, KI7LAG, PACKET, W7LT-10, 144.910, LAKE OSWEGO, CLACKAMAS, OREGON
136, KI7LAG, VARA FM, K7MCE-10, 145.070, LAKE OSWEGO, CLACKAMAS, OREGON
136, KJ7JCR, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
136, KK6OTP, VARA FM, W7TPN-10, 145.710, Wilsonville, Clackamas, OR
136, KK7MLS, VARA FM, N7TRY-10, 441.500, LAKE OSWEGO, CLACKAMAS, OREGON
136, N1ACW, Packet, W7LT-10, 144.910, Lake Oswego, Clackamas, Oregon
136, N1ACW, Packet, K7YFJ-10, 144.940, Lake Oswego, Clackamas, Oregon
135, N1ACW, Packet, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
136, N1ACW, Packet, KD7REX-10, 145.040, Lake Oswego, Clackamas, Oregon
136, N1ACW, VARA FM, K7YFJ-12, 441.525, Lake Oswego, Clackamas, Oregon
136, N1ACW, VARA FM, KD7ZDO-11, 145.770, Lake Oswego, Clackamas, Oregon
136, N1ACW, VARA FM, KD7ZDO-12, 441.525, Lake Oswego, Clackamas, Oregon
136, N7LIM, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
136, W6RKT, APRS, N/A, 144.390, Battle Ground, Clark, WA
136, W6RKT, Mesh, N/A, 0.000, Battle Ground, Clark, WA
136, W6RKT, VARA, W7OWO, 7.140, Battle Ground, Clark, WA
136, W6RKT, VARA FM, W7YAM-10, 144.970, Battle Ground, Clark, WA
136, W6RKT, VARA FM, K7YFJ-11, 223.700, Battle Ground, Clark, WA
136, W6RKT, APRS, N/A, 144.390, Battle Ground, Clark, WA
136, W7TEE, VARA FM, W7PLK, 144.970, Clarkes, Clackamas, Oregon
136, WA1TRH, TELNET, N/A, 0.000, LAKE OSWEGO, CLACKAMAS, OREGON
136, WA6ZLV, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
136, WW7OR, Telnet, N/A, 0.000, Lake Oswego, Clackamas, Oregon
137, AD7EF, PACTOR, KD7ZDO, 7.0997, Oregon City, Clackamas, Oregon
137, K7QQB, VARA FM, W7YAM-10, 144.970, AURORA, CLACKAMAS, OREGON
137, KC7TAK, VARA FM, KD7ZDO-11, 145.770, Clarkes, Clackamas, Oregon
137, KD7DNM, Telnet, N/A, 0.000, Greenwich, England, UK
137, KF7KXX, VARA FM, N1ACW-10, 145.530, Lake Oswego, Clackamas, Oregon
137, KI7O, VARA FM, W7YAM-10, 144.970, Beavercreek, Clackamas, Oregon
137, KI7BDP, VARA FM, KD7ZDO-12, 441.525, OREGON CITY, CLACKAMAS, OREGON
137, KI7DGC, VARA FM, W7BVT-10, 145.020, LAKE OSWEGO, CLACKAMAS, OREGON
137, KI7FCG, PACKET, K7YVO-10, 144.930, CLACKAMAS, BORING, OR.
137, KJ7JCR, VARA FM, WC7EOC-10, 144.980, Lake Oswego, Clackamas, Oregon
137, KK7MLS, VARA FM, N1ACW-10, 145.530, LAKE OSWEGO, CLACKAMAS, OREGON
137, KI7LAG, VARA FM, KD7REX-10, 145.040, Beaverton, Washington, Oregon
137, KK6OTP, VARA FM, W7LT-11, 144.910, Wilsonville, Clackamas, OR
137, N1ACW, VARA FM, AE7GQ-10, 144.920, Lake Oswego, Clackamas, Oregon
137, N1ACW, VARA FM, K7LSC-10, 144.960, Lake Oswego, Clackamas, Oregon
137, N1ACW, VARA FM, K7MCE-10, 145.070, Lake Oswego, Clackamas, Oregon
137, N1ACW, VARA FM, K7TRP-10, 145.050, Lake Oswego, Clackamas, Oregon
137, N1ACW, VARA FM, K7YFJ-12, 441.525, Lake Oswego, Clackamas, Oregon
137, N1ACW, VARA FM, KD7ZDO-11, 145.770, Lake Oswego, Clackamas, Oregon
137, N1ACW, VARA FM, KD7REX-10, 145.050, Lake Oswego, Clackamas, Oregon
137, N1ACW, VARA FM, KI7QIB-11, 145.010, Lake Oswego, Clackamas, Oregon
137, N1ACW, VARA FM, KI7QIB-12, 145.030, Lake Oswego, Clackamas, Oregon
137, N1ACW, VARA FM, KK7DEB-10, 145.090, Lake Oswego, Clackamas, Oregon
137, N1ACW, VARA FM, N7TRY-10, 441.500, Lake Oswego, Clackamas, Oregon
137, N1ACW, VARA FM, W7BVT-10, 145.020, Lake Oswego, Clackamas, Oregon
