 week_number, callsign, transport_mode, gateway, frequency, location, county, state
31, KK7MLS, Vara FM, N1ACW-10, 145.530, Oak Creek, Clackamas, OR
31, WA6DOZ, VARA FM, N1ACW-10, 145.530, First Addition, Clackamas, OR
31, KJ7JCR, TELNET, N/A, 0.000, Palisades, Clackamas, OR
31, W6RKT, VARA FM, N1ACW-10, 145.530, N/A, Clark, WA
31, W6AGZ, TELNET, N/A, 0.000, N/A, Clackamas, OR
31, KI7DGC, Vara FM, W7YAM-10, 144.970, Westlake, Clackamas, OR
32, KD7DNM, VARA FM, N1ACW-10, 145.530, Childs, Clackamas, OR
32, KF7KXX, packet, N1ACW-10, 145.530, Palisades, Clackamas, OR
32, KI7DGC, Packet, N1ACW-10, 145.530, Westlake, Clackamas, OR
32, KI7LAG, VARA FM, W7BVT-10, 145.020, N/A, Washington, OR
32, KJ7JCR, Packet, N1ACW-10, 145.530, Palisades, Clackamas, OR
32, W6RKT, PACKET, K7YFJ-10, 144.940, N/A, Clark, WA
32, N1ACW, VARA FM, W7YAM-10, 144.970, Palisades, Clackamas, OR
32, W6AGZ, VARA FM, N1ACW-10, 145.020, N/A, Clackamas, OR
32, WA6DOZ, VARA FM, N1ACW-10, 145.530, First Addition, Clackamas, OR
32, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
33, KF7KXX, VARA FM, N1ACW-11, 145.530, Palisades, Clackamas, OR
33, KK7MLS, VARA FM, N1ACW-10, 145.530, OAK CREEK, Clackamas, OR
33, WA6ZLV, VARA FM, N1ACW-11, 145.530, Old Town, Clackamas, OR
33, W3STM, VARA FM, N1ACW-11, 145.530, First Addition, Clackamas, OR
33, W6AGZ, VARA FM, N1ACW-10, 145.530, N/A, Clackamas, OR
33, WA6DOZ, VARA FM, N1ACW-11, 145.530, First Addition, Clackamas, OR
33, W6RKT, VARA FM, N1ACW-11, 145.530, N/A, Clark, WA
33, N1ACW/M, VARA FM, N1ACW-11, 145.530, Palisades, Clackamas, OR
33, KI7DGC, Vara FM, N1ACW-11, 145.530, Westlake, Clackamas, OR
34, W6RKT, PACKET, K7YFJ-11, 223.700, N/A, Clark, WA
34, N1ACW, Packet, KG7AV-10, 145.030, N/A, Deschutes, OR
34, WA6DOZ, VARA FM, KD7ZDO-11, 145.770, First Addition, Clackamas, OR
34, N7LIM, VARA FM, KD7ZDO-11, 145.770, Lake Grove, Clackamas, OR
34, KI7LAG, VARA FM, K7MCE-10, 145.070, Marylhurst, Clackamas, OR
34, KK7MLS, SMTP, N/A, 0.000, Oak Creek, Clackamas, OR
34, WA6ZLV, Telnet, N/A, 0.000, Old Town, Clackamas, OR
34, KF7KXX, VARA FM, KI7QIB-11, 145.010, Palisades, Clackamas, OR
34, KJ7JCR, VARA FM, KX7YT-10, 144.990, PALISADES, Clackamas, OR
34, WA1TRH, Telnet, N/A, 0.000, Uplands, Clackamas, OR
34, K0AXS, VARA FM, KI7QIB-11, 145.010, Uplands, Clackamas, OR
34, KI7DGC, Vara FM, KX7YT-10, 144.990, Westlake, Clackamas, OR
35, K0AXS, Vara FM, N1ACW-10, 145.530, Uplands, Clackamas, OR
35, KF7KXX, VARA FM, K7MCE-10, 145.070, Palisades, Clackamas, OR
35, KI7DGC, Vara FM, KX7YT-10, 144.990, Westlake, Clackamas, OR
35, KI7LAG, Vara FM, KD7ZDO-11, 145.770, Marylhurst, Clackamas, OR
35, KJ7JCR, VARA FM, KX7YT-10, 144.990, PALISADES, Clackamas, OR
35, W6RKT, VARA FM, K7LSC-10, 144.960, N/A, Clark, WA
35, KK7MLS, VARA FM, K7CPU-10, 441.075, OAK CREEK, Clackamas, OR
35, N1ACW, VARA, W7JKV, 7.1015, Palisades, Clackamas, OR
35, W6AGZ, VARA FM, N1ACW-10, 145.530, N/A, Clackamas, OR
35, WA6GBW, VARA FM, N1ACW-10, 145.030, N/A, Multnomah, OR
35, WA6ZLV, Telnet, N/A, 0.000, Old Town, Clackamas, OR
35, WA1TRH, Telnet, N/A, 0.000, Uplands, Clackamas, OR
36, KI7DGC, Vara FM, KE7NKR-10, 145.720, Westlake, Clackamas, OR
36, W6AGZ, VARA FM, N1ACW-10, 145.530, N/A, Clackamas, OR
36, KI7LAG, VARA FM, K7MCE-10, 145.070, Marylhurst, Clackamas, OR
36, WA6DOZ, VARA FM, KI7QIB-11, 145.010, First Addition, Clackamas, OR
36, KJ7JCR, VARA FM, W7BVT-10, 145.020, Palisades, Clackamas, OR
36, WA6ZLV, Telnet, N/A, 0.000, Old Town, Clackamas, OR
36, KF7KXX, VARA FM, N7KB, 145.000, N/A,Jefferson, WA
36, N1ACW, VARA, VE1YZ, 7.095, Palisades, Clackamas, OR
36, WA1TRH, Telnet, N/A, 0.000, Uplands, Clackamas, OR
36, KK7MLS, Packet, N1ACW-10, 145.530, Oak Creek, Clackamas, OR
37, KI7DGC, Vara FM, KD7REX-10, 145.040, Westlake, Clackamas, OR
37, W3STM, Vara FM, W7GC-10, 145.090, N/A, Tillamook, OR
37, W6RKT, VARA FM, K7LSC-10, 144.960, N/A, Clark, WA
37, KF7KXX, VARA FM, W7BVT-10, 145.020, Palisades, Clackamas, OR
37, KK7MLS, Vara FM, N1ACW-10, 145.530, Oak Creek, Clackamas, OR
37, KJ7JCR, TELNET, N/A, 0.000, PALISADES, Clackamas, OR
37, KI7LAG, Vara FM, W7BVT-10, 145.020, N/A, Washington, OR
37, WA6ZLV, Telnet, N/A, 0.000, Old Town, Clackamas, OR
37, N1ACW, VARA FM, K7MCE-10, 145.070, Palisades, Clackamas, OR
38, K0AXS, Vara FM, W7BVT-10, 145.020, Uplands, Clackamas, OR
38, KF7KXX, VARA FM, N1ACW-10, 145.530, Palisades, Clackamas, OR
38, KI7DGC, Vara FM, N1ACW-10, 145.530, Westlake, Clackamas, OR
38, KI7LAG, Vara FM, K7LCS-10, 144.960, N/A, Washington, OR
38, KJ7JCR, PACKET, KD7RFC-10, 145.070, PALISADES, Clackamas, OR
38, W6RKT, VARA FM, W7YAM-10, 441.050, N/A, Clark, WA
38, KK7MLS, VARA FM, N1ACW-10, 145.530, Oak Creek, Clackamas, OR
38, N1ACW, VARA FM, W7ODN-10, 144.990, Palisades, Clackamas, OR
38, W3STM, VARA FM, N7TRY-10, 430.550, First Addition, Clackamas, OR
38, W6AGZ, VARA FM, W7YAM-10, 144.970, N/A, Clackamas, OR
38, WA6DOZ, VARA FM, KI7QIB-11, 145.010, First Addition, Clackamas, OR
38, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
39, W6RKT, Telnet, N/A, 0.000, N/A, Clark, WA
39, KI7LAG, Vara FM, WC7EOC-10, 144.980, N/A, Washington, OR
39, W6AGZ, Packet, KE7NKR-10, 145.720, N/A, Clackamas, OR
39, KI7DGC, Packet, N1ACW-10, 145.530, Westlake, Clackamas, OR
39, N1ACW, Mesh, AI7NC, 0.000, Skylands, Clackamas, OR
39, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
39, KJ7JCR, VARA FM, N1ACW-10, 145.530, PALISADES, Clackamas, OR
39, KF7KXX, VARA FM, N1ACW-10, 145.530, Palisades, Clackamas, OR
39, N7LIM, VARA FM, N1ACW-10, 145.530, Lake Grove, Clackamas, OR
39, KK7MLS, VARA FM, N1ACW-10, 145.530, OAK CREEK, Clackamas, OR
40, KI7DGC, Vara FM, W7BVT-10, 145.020, Westlake, Clackamas, OR
40, W6RKT, VARA FM, W7YAM-10, 441.050, N/A, Clark, WA
40, KK7MLS, VARA FM, W7BVT-10, 145.020, OAK CREEK, Clackamas, OR
40, KJ7JCR, VARA FM, W7BVT-10, 145.020, PALISADES, Clackamas, OR
40, N1ACW, VARA FM, KD7ZDO-11, 145.770, Palisades, Clackamas, OR
40, KI7LAG, VARA FM, K7MCE-10, 145.070, Marylhurst, Clackamas, OR
40, W6AGZ, Telnet, N/A, 0.000, N/A, Clackamas, OR
41, KI7LAG, Vara FM, WA7OC-10, 145.770, Marylhurst, Clackamas, OR
41, WA6GBW, VARA FM, N1ACW-10, 145.030, N/A, Multnomah, OR
41, KJ7JCR, TELNET, N/A, 0.000, PALISADES, Clackamas, OR
41, N1ACW/M, VARA FM, WA7OC-10, 145.770, N/A, Marion, OR
41, KI7DGC, Vara FM, N1ACW-10, 145.530, Westlake, Clackamas, OR
41, W6AGZ, VARA FM, W7BVT-10, 145.020, N/A, Clackamas, OR
41, W6RKT, VARA FM, W7YAM-10, 441.050, N/A, Clark, WA
41, KK7MLS, VARA FM, W7ODN-10, 441.525, OAK CREEK, Clackamas, OR
41, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
41, W3STM, VARA FM, W7ODN-10, 441.525, First Addition, Clackamas, OR
41, K0AXS, Vara FM, K7LSC-10, 144.960, Uplands, Clackamas, OR
41, KF7KXX, VARA FM, N1ACW-10, 145.530, Palisades, Clackamas, OR
42, K0AXS, Vara FM, N1ACW-10, 145.530, Uplands, Clackamas, OR
42, KF7KXX, VARA FM, N1ACW-10, 145.530, Palisades, Clackamas, OR
42, KI7DGC, Vara FM, N1ACW-10, 145.530, Westlake, Clackamas, OR
42, KI7LAG, VARA FM, W7BVT-10, 145.020, N/A, Washington, OR
42, KJ7JCR, VARA FM, N1ACW-10, 145.530, PALISADES, Clackamas, OR
42, KK7MLS, VARA FM, KE7NKR-10, 145.720, OAK CREEK, Clackamas, OR
42, N1ACW, VARA FM, WC7EOC-10, 144.980, N/A, Clackamas, OR
42, W6AGZ, VARA FM, W7BVT-10, 145.020, N/A, Clackamas, OR
42, W6RKT, Telnet, N/A, 0.000, N/A, Clark, WA
42, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
43, KI7DGC, Packet, N1ACW-10, 145.530, Westlake, Clackamas, OR
43, N7LIM, VARA FM, N1ACW-10, 145.530, Lake Grove, Clackamas, OR
43, W6AGZ, VARA FM, W7BVT-10, 145.020, N/A, Clackamas, OR
43, W6RKT, Packet, K7YFJ-11, 223.700, N/A, Clark, WA
43, N1ACW, VARA FM, K7LSC-10, 144.960, Palisades, Clackamas, OR
43, KJ7JCR, TELNET, N/A, 0.000, PALISADES, Clackamas, OR
43, KI7LAG, VARA FM, K7LSC-10, 144.960, N/A,Columbia, OR
43, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
43, KF7KXX, VARA FM, N1ACW-10, 145.530, Palisades, Clackamas, OR
43, KD7DNM, Telnet, N/A, 0.000, Childs, Clackamas, OR
43, KD7PFH, Telnet, N/A, 0.000, Childs, Clackamas, OR
43, KK7MLS, VARA FM, N1ACW-10, 145.530, OAK CREEK, Clackamas, OR
44, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
44, WA6DOZ, VARA FM, N1ACW-10, 145.530, First Addition, Clackamas, OR
44, W6RKT, VARA FM, N1ACW-10, 145.530, N/A, Clark, WA
44, W6AGZ, VARA FM, W7BVT-10, 145.020, N/A, Clackamas, OR
44, N1ACW, VARA FM, WA7OC-10, 145.770, Palisades, Clackamas, OR
44, KK7MLS, Vara FM, W7ODN-10, 441.525, Oak Creek, Clackamas, OR
44, KJ7JCR, TELNET, N/A, 0.000, PALISADES, Clackamas, OR
44, KI7LAG, Vara FM, W7BVT-10, 145.020, N/A, Washington, OR
44, KI7DGC, Vara FM, KX7YT-10, 144.990, Westlake, Clackamas, OR
44, KF7KXX, VARA FM, N1ACW-10, 145.530, Palisades, Clackamas, OR
45, WA6DOZ, VARA FM, N1ACW-10, 145.530, First Addition, Clackamas, OR
45, KJ7JCR, Telnet, N/A, 0.000, Palisades, Clackamas, OR
45, KI7LAG, VARA FM, WC7EOC-10, 144.980, Skylands, Clackamas, OR
45, W6RKT, Telnet, N/A, 0.000, N/A, Clark, WA
45, W6AGZ, TELNET, N/A, 0.000, N/A, Clackamas, OR
45, N1ACW, VARA FM, W7YAM-12, 145.090, Palisades, Clackamas, OR
45, KF7KXX, Telnet, N/A, 0.000, Palisades, Clackamas, OR
45, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
46, W6RKT, VARA FM, W7YAM-10, 441.050, N/A, Clark, WA
46, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
46, KI7LAG, VARA FM, W7BVT-10, 145.020, N/A, Washington, OR
46, N1ACW, VARA FM, KE7NKR-10, 145.720, Palisades, Clackamas, OR
46, WA1TRH, Telnet, N/A, 0.000, Uplands, Clackamas, OR
46, K0AXS, Telnet, N/A, 0.000, Uplands, Clackamas, OR
46, KJ7JCR, Telnet, N/A, 0.000, PALISADES, Clackamas, OR
46, KD7DNM, Telnet, N/A, 0.000, Childs, Clackamas, OR
46, KD7PFH, Telnet, N/A, 0.000, Childs, Clackamas, OR
47, W6AGZ, VARA FM, W7BVT-10, 145.020, N/A, Clackamas, OR
47, WA6GBW, VARA FM, N1ACW-10, 145.030, N/A, Multnomah, OR
47, W6RKT, VARA FM, N1ACW-10, 145.530, N/A, Clark, WA
47, KI7LAG, VARA FM, KD7ZDO-11, 145.770, Marylhurst, Clackamas, OR
47, KI7DGC, Vara FM, N1ACW-10, 145.530, Westlake, Clackamas, OR
47, KD7PFH, Telnet, N/A, 0.000, Childs, Clackamas, OR
47, KD7DNM, Telnet, N/A, 0.000, Childs, Clackamas, OR
47, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
47, KF7KXX, VARA FM, N1ACW-10, 145.530, Palisades, Clackamas, OR
48, KI7LAG, VARA FM, KD7ZDO-12, 441.525, Marylhurst, Clackamas, OR
48, W3STM, VARA FM, N1ACW-10, 145.530, First Addition, Clackamas, OR
48, W6RKT, VARA FM, W7YAM-10, 441.050, N/A, Clark, WA
48, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
48, KD7DNM, TELNET, N/A, 0.000, Childs, Clackamas, OR
48, KD7PFH, TELNET, N/A, 0.000, Childs, Clackamas, OR
48, KF7KXX, PACKET, KD7ZDO-10, 145.570, Palisades, Clackamas, OR
48, KI7DGC, PACKET, N1ACW-10, 145.530, Westlake, Clackamas, OR
48, KK7MLS, PACKET, N1ACW-10, 145.530, OAK CREEK, Clackamas, OR
48, W6AGZ, PACKET, KI7QIB-10, 145.010, N/A, Clackamas, OR
48, N1ACW, MESH, W7FLO-9, 0.000, Skylands, Clackamas, OR
49, W3STM, VARA FM, K7MCE-10, 145.070, First Addition, Clackamas, OR
49, KI7DGC, Vara FM, KE7NKR-10, 145.720, Westlake, Clackamas, OR
49, W6RKT, VARA FM, KI7QIB-11, 145.010, N/A, Clark, WA
49, KD7DNM, TELNET, N/A, 0.000, Childs, Clackamas, OR
49, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
49, W6AGZ, VARA FM, W7BVT-10, 145.020, N/A, Clackamas, OR
49, KI7LAG, VARA FM, W7BVT-10, 145.020, N/A, Washington, OR
49, N1ACW, VARA FM, WC7EOC-10, 144.980, Palisades, Clackamas, OR
50, KD7DNM, VARA FM, W7YAM-10, 145.970, Childs, Clackamas, OR
50, KD7DNM, VARA FM, W7BVT-10, 145.020, Childs, Clackamas, OR
50, KD7DNM, VARA FM, KD7ZDO-11, 145.770, Childs, Clackamas, OR
50, KD7DNM, VARA FM, W7YAM-12, 145.090, Childs, Clackamas, OR
50, KD7PFH, VARA FM, KD7ZDO-11, 145.770, Childs, Clackamas, OR
50, KF7KXX, vara fm, k7mce-10, 145.070, Palisades, Clackamas, OR
50, KF7KXX, vara fm, ki7qib-11, 145.010, Palisades, Clackamas, OR
50, KF7KXX, vara fm, w7bvt-10, 145.020, Palisades, Clackamas, OR
50, KI7DGC, Packet, W7YAM-12, 145.090, Westlake, Clackamas, OR
50, KI7DGC, Packet, KE7NKR-10, 145.720, Westlake, Clackamas, OR
50, KI7DGC, Packet, KE7NKR-10, 145.720, Westlake, Clackamas, OR
50, KI7DGC, Vara FM, W7YAM-12, 145.090, Westlake, Clackamas, OR
50, KI7DGC, Vara FM, W7BVT-10, 145.020, Westlake, Clackamas, OR
50, KI7LAG, VARA FM, KD7ZDO-11, 145.570, Skylands, Clackamas, OR
50, KI7LAG, VARA FM, K7LSC-10, 144.960, Skylands, Clackamas, OR
50, KI7LAG, VARA FM, K7MCE-10, 145.070, Skylands, Clackamas, OR
50, KI7LAG, Vara FM, WC7EOC-10, 144.980, Skylands, Clackamas, OR
50, KJ7JCR, Packet, WC7EOC-10, 144.980, Palisades, Clackamas, OR
50, KJ7JCR, Packet, W7LT-10, 144.910, Palisades, Clackamas, OR
50, KJ7JCR, VARA FM, K7CPU-10, 441.075, Palisades, Clackamas, OR
50, KJ7JCR, VARA FM, W7BVT-10, 145.020, Palisades, Clackamas, OR
50, KK7MLS, VARA FM, KD7ZDO-12, 441.525, OAK CREEK, Clackamas, OR
50, KK7MLS, VARA FM, KD7ZDO-11, 145.770, OAK CREEK, Clackamas, OR
50, KK7MLS, VARA FM, KX7YT-10, 144.990, OAK CREEK, Clackamas, OR
50, KK7MLS, VARA FM, KI7QIB-11, 145.010, OAK CREEK, Clackamas, OR
50, KK7MLS, VARA FM, W7BVT-10, 145.020, OAK CREEK, Clackamas, OR
50, N1ACW, Packet, KD7ZDO-10, 145.570, Palisades, Clackamas, OR
50, N1ACW, VARA FM, KD7ZDO-11, 145.770, Palisades, Clackamas, OR
50, N1ACW, VARA FM, KD7ZDO-12, 441.525, Palisades, Clackamas, OR
50, N1ACW, VARA FM, K7MCE-10, 145.070, Palisades, Clackamas, OR
50, N1ACW, VARA FM, KX7YT-10, 144.990, Palisades, Clackamas, OR
50, N1ACW, VARA FM, WC7EOC-10, 144.980, Palisades, Clackamas, OR
50, N1ACW, VARA FM, K7TRP-10, 145.050, Palisades, Clackamas, OR
50, N1ACW, VARA FM, KD7REX-10, 145.040, Palisades, Clackamas, OR
50, N1ACW, VARA FM, W7OWO-10, 145.030, Palisades, Clackamas, OR
50, N1ACW, VARA FM, W7YAM-10, 144.970, Palisades, Clackamas, OR
50, N1ACW, VARA FM, W7YAM-12, 145.090, Palisades, Clackamas, OR
50, W3STM, VARA FM, K7LSC-10, 144.960, First Addition, Clackamas, OR
50, W3STM, VARA FM, K7MCE-10, 145.070, First Addition, Clackamas, OR
50, W3STM, VARA FM, W7YAM-12, 145.090, First Addition, Clackamas, OR
50, W6AGZ, Vara FM, KI7QIB-10, 145.010, N/A, Clackamas, OR
50, W6AGZ, VARA FM, KD7ZDO-11, 145.770, N/A, Clackamas, OR
50, W6AGZ, VARA FM, KI7QIB-11, 145.010, N/A, Clackamas, OR
50, W6RKT, Packet, K7YFJ-10, 144.940, N/A, Clark, WA
50, W6RKT, Packet, K7YFJ-11, 223.700, N/A, Clark, WA
50, W6RKT, Vara FM, K7LSC-10, 144.960, N/A, Clark, WA
50, W6RKT, VARA FM, W7YAM-10, 441.050, N/A, Clark, WA
50, WA1TRH, Telnet, N/A, 0.000, Uplands, Clackamas, OR
50, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
50, WA6ZLV, VARA FM, W7BVT-10, 145.020, Old Town, Clackamas, OR
50, WA6ZLV, VARA FM, KD7ZDO-12, 441.525, Old Town, Clackamas, OR
50, WA6ZLV, VARA FM, KD7ZDO-11, 145.770, Old Town, Clackamas, OR
50, WA6ZLV, VARA FM, KI7QIB-11, 145.010, Old Town, Clackamas, OR
51, KF7KXX, VARA FM, K7MCE-10, 145.070, Palisades, Clackamas, OR
51, KI7LAG, VARA FM, N7OGM-10, 145.050, N/A, Washington, OR
51, KJ7JCR, TELNET, N/A, 000.000, Palisades, Clackamas, OR
51, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
51, KD7DNM, VARA FM, N1ACW-10, 145.530, Childs, Clackamas, OR
51, KD7PFH, Telnet, N/A, 000.00, Childs, Clackamas, OR
51, W6AGZ, VARA FM, KI7QIB-11, 145.010, N/A, Clackamas, OR
51, W6RKT, VARA FM, N1ACW-10, 145.530, N/A, Clark, WA
51, KI7DGC, Vara FM, W7BVT-10, 145.020, Westlake, Clackamas, OR
51, N1ACW, VARA FM, W7YAM-12, 145.090, Palisades, Clackamas, OR
52, WA1TRH, Telnet, N/A, 0.000, Uplands, Clackamas, OR
52, KI7DGC, VARA FM, W7BVT-10, 145.020, Westlake, Clackamas, OR
52, W6RKT, VARA FM, N1ACW-10, 145.530, N/A, Clark, WA
52, KI7LAG, VARA FM, KI7QIB-11, 145.010, Marylhurst, Clackamas, OR
52, KK7MLS, VARA FM, KD7ZDO-12, 441.525, Oak Creek, Clackamas, OR
52, KF7KXX, VARA FM, K7MCE-10, 145.070, Palisades, Clackamas, OR
52, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
52, W3STM, VARA FM, N1ACW-10, 145.530, First Addition, Clackamas, OR
52, N1ACW, VARA FM, WC7EOC-10, 144.980, Palisades, Clackamas, OR
53, KD7DNM, VARA FM, N1ACW-10, 145.530, Childs, Clackamas, OR
53, KD7PFH, TELNET, N/A, 0.000, Childs, Clackamas, OR
53, KF7KXX, PACKET, KI7QIB-10, 145.010, PALISADES, Clackamas, OR
53, KI7DGC, PACKET, W7YAM-12, 145.090, Westlake, Clackamas, OR
53, KI7LAG, PACKET, WC7EOC-10, 144.980, N/A, Washington, OR
53, KJ7JCR, PACKET, W7LT-10, 144.910, PALISADES, Clackamas, OR
53, KK7MLS, PACKET, N1ACW-10, 145.530, OAK CREEK, Clackamas, OR
53, KK7OMS, TELNET, N/A, 0.000, Marylhurst, Clackamas, OR
53, N1ACW/M, PACKET, W7OWO-10, 441.000, N/A, Yamhill, OR
53, W6AGZ, PACKET, N1ACW-10, 145.530, N/A, Clackamas, OR
53, W6RKT, PACKET, K7YFJ-10, 144.940, N/A, Clark, WA
53, WA6GBW, VARA FM, N1ACW-10, 145.030, N/A, Multnomah, OR
53, WA6ZLV, PACKET, N1ACW-10, 145.530, Old Town, Clackamas, OR
54, KI7DGC, Vara FM, W7BVT-10, 145.020, Westlake, Clackamas, OR
54, N7LIM, VARA FM, W7BVT-10, 145.020, Lake Grove, Clackamas, OR
54, KJ7JCR, VARA FM, N1ACW-10, 145.530, PALISADES, Clackamas, OR
54, N1ACW, Packet, W7OWO-10, 145.030, Palisades, Clackamas, OR
54, KI7LAG, VARA FM, KI7QIB-11, 145.10, Marylhurst, Clackamas, OR
54, W6RKT, VARA FM, KE7NKR-10, 145.720, N/A, Clark, WA
54, KK7OMS, TELNET, N/A, 0.000, Marylhurst, Clackamas, OR
55, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
55, WA1TRH, Telnet, N/A, 0.000, Uplands, Clackamas, OR
55, W6RKT, Vara FM, W7YAM-10, 441.050, N/A, Clark, WA
55, W6RKT, MESH, W7FLO-12, 0.000, N/A, Clark, WA
55, W3STM, VARA FM, KI7QIB-11, 145.010, First Addition, Clackamas, OR
55, W3STM, VARA FM, K7LSC-10, 144.960, First Addition, Clackamas, OR
55, N1ACW/M, Packet, W7ODN-10, 441.525, N/A, Yamhill, OR
55, KK7OMS, TELNET, N/A, 0.000, Marylhurst, Clackamas, OR
55, KK7MLS, VARA FM, K7TRP-10, 145.050, Oak Creek, Clackamas, OR
55, KJ7JCR, PACKET, WC7EOC-10, 144.980, PALISADES, Clackamas, OR
55, KI7LAG, Vara FM, W7YAM-12, 145.090, N/A, Washington, OR
55, KI7DGC, Vara FM, K7TRP-10, 145.050, Westlake, Clackamas, OR
55, KF7KXX, VARA FM, KD7ZDO-12, 441.525, Palisades, Clackamas, OR
55, KD7PFH, Telnet, N/A, 0.000, Childs, Clackamas, OR
55, KD7DNM, VARA FM, N1ACW-10, 145.530, Childs, Clackamas, OR
55, K0AXS, Telnet, N/A, 0.000, Uplands, Clackamas, OR
56, KD7PFH, Telnet, N/A, 0.000, Childs, Clackamas, OR
56, KF7KXX, VARA FM, WC7EOC-10, 144.980, Palisades, Clackamas, OR
56, KI7DGC, Vara FM, W7BVT-10, 145.020, Westlake, Clackamas, OR
56, KI7LAG, VARA FM, KM6SO-10, 145.530, N/A, King County, WA
56, KJ7JCR, VARA FM, WC7EOC-10, 144.980, PALISADES, Clackamas, OR
56, KK7MLS, PACKET, KE7NKR-10, 145.720, OAK CREEK, Clackamas, OR
56, KK7OMS, TELNET, N/A, 0.000, Marylhurst, Clackamas, OR
56, N1ACW, VARA FM, W7OWO-10, 145.030, Palisades, Clackamas, OR
56, N1ACW, VARA FM, K7TRP-10, 145.050, Palisades, Clackamas, OR
56, N1ACW, VARA FM, K7LSC-10, 144.960, Palisades, Clackamas, OR
56, N1ACW, Packet, N1ACW-10, 145.530, Palisades, Clackamas, OR
56, N1ACW, VARA FM, N1ACW-10, 145.530, Palisades, Clackamas, OR
56, N1ACW/M, Packet, W7HWY-10, 145.030, N/A, Deschutes, OR
56, N1ACW/M, Packet, KG7AV-10, 145.030, N/A, Deschutes, OR
56, N1ACW/M, Packet, KF7WEN-10, 145.030, N/A, Deschutes, OR
56, N1ACW/M, Packet, K7HWY-12, 145.030, N/A, Deschutes, OR
56, N1ACW/M, Packet, K7HWY-11, 145.030, N/A, Deschutes, OR
56, W3STM, VARA FM, K7MCE-10, 145.070, First Addition, Clackamas, OR
56, W6RKT, MESH, W7FLO-12, 0.000, N/A, Clark, WA
56, W6RKT, PACKET, K7YFJ-11, 223.700, N/A, Clark, WA
56, W6RKT, PACKET, K7YFJ-10, 144.940, N/A, Clark, WA
56, W6RKT, PACKET, AE7ZQ-10, 144.990, N/A, Clark, WA
56, W6RKT, PACKET, AE7UR-10, 144.940, N/A, Clark, WA
56, W6RKT, Packet, KE7NKR-10, 145.720, N/A, Clark, WA
56, W6RKT, VARA FM, KE7NKR-10, 145.720, N/A, Clark, WA
56, W6RKT, VARA FM, K7YFJ-12, 441.525, N/A, Clark, WA
56, W6RKT, VARA FM, K7LSC-10, 144.960, N/A, Clark, WA
56, WA6ZLV, TELNET, N/A, 0.000, N/A, Prince William County, VA
57, WA1TRH, Telnet, N/A, 0.000, Uplands, Clackamas, OR
57, KI7DGC, Packet, W7YAM-12, 145.090, Westlake, Clackamas, OR
57, KI7DGC, Packet, KE7NKR-10, 145.720, Westlake, Clackamas, OR
57, KK7MLS, PACKET, W7YAM-10, 144.970, OAK CREEK, Clackamas, OR
57, KK7MLS, PACKET, KD7ZDO-10, 145.570, OAK CREEK, Clackamas, OR
57, W6AGZ, VARA FM, W7BVT-10, 145.020, N/A, CLACKAMAS, OR
57, W6AGZ, VARA FM, KD7ZDO-11, 145.770, N/A, CLACKAMAS, OR
57, KF7KXX, PACKET, W7BVT-10, 145.020, Palisades, Clackamas, OR
57, KF7KXX, PACKET, K7MCE-10, 145.070, Palisades, Clackamas, OR
57, W6RKT, PACKET, K7YFJ-10, 144.940, N/A, Clark, WA
57, W6RKT, PACKET, K7YFJ-11, 223.700, N/A, Clark, WA
57, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
57, KJ7JCR, PACKET, WC7EOC-10, 144.980, PALISADES, Clackamas, OR
57, KJ7JCR, PACKET, N1ACW-10, 145.530, PALISADES, Clackamas, OR
57, W3STM, PACKET, AE7ZQ-10, 144.950, Forest Hills, Clackamas, OR
57, W3STM, PACKET, W7YAM-12, 145.090, Forest Hills, Clackamas, OR
57, KI7LAG, VARA FM, W7BVT-10, 145.020, N/A, Washington, OR
57, KI7LAG, VARA FM, W7BVT-10, 145.020, N/A, Washington, OR
57, N1ACW, VARA FM, K7MCE-10, 145.070, Palisades, Clackamas, OR
57, N1ACW, Packet, W7YAM-12, 145.090, Palisades, Clackamas, OR
